doc_id,file_path,title,source_url,retrieved_at,document_version,license_or_permission
quy-dinh-chung-chuong-trinh-dao-tao,data/k3_university/quy-dinh-chung-chuong-trinh-dao-tao.md,Quy định chung và chương trình đào tạo tại ĐHQGHN,https://ussh.vnu.edu.vn/vi/van-ban/detail/Quy-che-dao-tao-dai-hoc-tai-Dai-hoc-Quoc-gia-Ha-Noi-Ap-dung-tu-khoa-QH-2022-X-19452/,2026-08-03,3626/QD-DHQGHN-2022,public-official-page
to-chuc-dao-tao-dang-ky-hoc-phan,data/k3_university/to-chuc-dao-tao-dang-ky-hoc-phan.md,"Tổ chức đào tạo, đăng ký và rút học phần",https://ussh.vnu.edu.vn/vi/van-ban/detail/Quy-che-dao-tao-dai-hoc-tai-Dai-hoc-Quoc-gia-Ha-Noi-Ap-dung-tu-khoa-QH-2022-X-19452/,2026-08-03,3626/QD-DHQGHN-2022,public-official-page
chuong-trinh-dac-thu-nghien-cuu-sinh-vien,data/k3_university/chuong-trinh-dac-thu-nghien-cuu-sinh-vien.md,Chương trình đặc thù và nghiên cứu khoa học của sinh viên,https://ussh.vnu.edu.vn/vi/van-ban/detail/Quy-che-dao-tao-dai-hoc-tai-Dai-hoc-Quoc-gia-Ha-Noi-Ap-dung-tu-khoa-QH-2022-X-19452/,2026-08-03,3626/QD-DHQGHN-2022,public-official-page
giang-vien-co-van-hoc-tap,data/k3_university/giang-vien-co-van-hoc-tap.md,"Giảng viên, giáo viên chủ nhiệm và cố vấn học tập",https://ussh.vnu.edu.vn/vi/van-ban/detail/Quy-che-dao-tao-dai-hoc-tai-Dai-hoc-Quoc-gia-Ha-Noi-Ap-dung-tu-khoa-QH-2022-X-19452/,2026-08-03,3626/QD-DHQGHN-2022,public-official-page
nghia-vu-quyen-loi-sinh-vien,data/k3_university/nghia-vu-quyen-loi-sinh-vien.md,Nghĩa vụ và quyền lợi của sinh viên,https://ussh.vnu.edu.vn/vi/van-ban/detail/Quy-che-dao-tao-dai-hoc-tai-Dai-hoc-Quoc-gia-Ha-Noi-Ap-dung-tu-khoa-QH-2022-X-19452/,2026-08-03,3626/QD-DHQGHN-2022,public-official-page
kiem-tra-thi-danh-gia-hoc-tap,data/k3_university/kiem-tra-thi-danh-gia-hoc-tap.md,"Kiểm tra, thi, đánh giá kết quả và xử lý học vụ",https://ussh.vnu.edu.vn/vi/van-ban/detail/Quy-che-dao-tao-dai-hoc-tai-Dai-hoc-Quoc-gia-Ha-Noi-Ap-dung-tu-khoa-QH-2022-X-19452/,2026-08-03,3626/QD-DHQGHN-2022,public-official-page
ky-luat-can-bo-thi,data/k3_university/ky-luat-can-bo-thi.md,"Kỷ luật đối với cán bộ coi thi, tổ chức thi và chấm thi",https://ussh.vnu.edu.vn/vi/van-ban/detail/Quy-che-dao-tao-dai-hoc-tai-Dai-hoc-Quoc-gia-Ha-Noi-Ap-dung-tu-khoa-QH-2022-X-19452/,2026-08-03,3626/QD-DHQGHN-2022,public-official-page
tot-nghiep-va-to-chuc-thuc-hien,data/k3_university/tot-nghiep-va-to-chuc-thuc-hien.md,Công nhận tốt nghiệp và tổ chức thực hiện,https://ussh.vnu.edu.vn/vi/van-ban/detail/Quy-che-dao-tao-dai-hoc-tai-Dai-hoc-Quoc-gia-Ha-Noi-Ap-dung-tu-khoa-QH-2022-X-19452/,2026-08-03,3626/QD-DHQGHN-2022,public-official-page
